index,age,gender,country,education,role,field,cat_experience,cat_salary,share_unido
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 20K,I do not share my work publicly
2220,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 20K, GitHub 
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 20K, Colab 
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 20K, Shiny 
2238,30-34,Man,Russia,I prefer not to answer,Business Analyst,Energy/Mining,Junior,< 20K,I do not share my work publicly
2256,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, GitHub 
2256,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Kaggle 
2262,50-54,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,I do not share my work publicly
2317,22-24,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
2404,30-34,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,50K - 100K,I do not share my work publicly
2424,40-44,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,100K - 200K, Kaggle 
2479,35-39,Man,Chile,Master’s degree,Business Analyst,Shipping/Transportation,Junior,< 20K,I do not share my work publicly
2498,30-34,Man,Japan,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, GitHub 
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Personal blog 
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Streamlit 
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
2525,35-39,Man,Saudi Arabia,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K,I do not share my work publicly
2546,40-44,Man,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K,I do not share my work publicly
2564,30-34,Woman,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
2566,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
2568,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, GitHub 
2578,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K,I do not share my work publicly
2613,30-34,Man,Russia,Bachelor’s degree,Business Analyst,Other,Junior,< 20K, GitHub 
2613,30-34,Man,Russia,Bachelor’s degree,Business Analyst,Other,Junior,< 20K, Kaggle 
2631,45-49,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,I do not share my work publicly
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Kaggle 
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Colab 
2659,30-34,Man,France,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,20K - 50K, Streamlit 
2659,30-34,Man,France,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,20K - 50K, GitHub 
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, GitHub 
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Kaggle 
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Shiny 
2725,25-29,Man,Taiwan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
2767,18-21,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Kaggle 
2767,18-21,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Colab 
2793,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K, GitHub 
2802,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, GitHub 
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, Colab 
2805,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,20K - 50K, GitHub 
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,20K - 50K,I do not share my work publicly
2822,50-54,Man,Other,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 20K,I do not share my work publicly
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, GitHub 
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, Personal blog 
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, Colab 
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,20K - 50K, GitHub 
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,20K - 50K, Kaggle 
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,20K - 50K, Colab 
2900,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, GitHub 
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,20K - 50K, GitHub 
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
2921,45-49,Man,Portugal,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,I do not share my work publicly
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 20K, GitHub 
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 20K, GitHub 
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 20K, Colab 
2982,22-24,Man,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, GitHub 
2982,22-24,Man,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Kaggle 
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, Colab 
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 20K, GitHub 
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 20K, Kaggle 
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 20K, Colab 
3029,35-39,Man,India,Master’s degree,Business Analyst,Energy/Mining,Mid,20K - 50K, GitHub 
3029,35-39,Man,India,Master’s degree,Business Analyst,Energy/Mining,Mid,20K - 50K, Kaggle 
3034,30-34,Man,India,Bachelor’s degree,Data Analyst,Other,Senior,20K - 50K, Streamlit 
3034,30-34,Man,India,Bachelor’s degree,Data Analyst,Other,Senior,20K - 50K, GitHub 
3034,30-34,Man,India,Bachelor’s degree,Data Analyst,Other,Senior,20K - 50K, Kaggle 
3049,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
3060,35-39,Man,Germany,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,I do not share my work publicly
3064,30-34,Man,Other,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,20K - 50K,I do not share my work publicly
3092,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,I do not share my work publicly
3098,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, GitHub 
3098,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Personal blog 
3098,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Kaggle 
3115,22-24,Man,Romania,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,20K - 50K,I do not share my work publicly
3130,22-24,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 20K, GitHub 
3130,22-24,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 20K, Kaggle 
3130,22-24,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 20K,Other
3198,40-44,Woman,Mexico,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle 
3232,25-29,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Kaggle 
3233,25-29,Man,Sri Lanka,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
3236,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
3236,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
3239,18-21,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
3239,18-21,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
3273,30-34,Man,Germany,Bachelor’s degree,Business Analyst,Other,Junior,50K - 100K,I do not share my work publicly
3326,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, GitHub 
3328,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,< 20K, GitHub 
3328,40-44,Man,Pakistan,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,< 20K, Colab 
3329,40-44,Man,Nigeria,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K, Personal blog 
3340,45-49,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,I do not share my work publicly
3356,30-34,Man,Nigeria,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
3363,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
3363,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
3383,40-44,Man,Japan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,100K - 200K,I do not share my work publicly
3387,25-29,Man,Netherlands,Master’s degree,Data Analyst,Shipping/Transportation,Junior,50K - 100K, NBViewer 
3387,25-29,Man,Netherlands,Master’s degree,Data Analyst,Shipping/Transportation,Junior,50K - 100K, GitHub 
3387,25-29,Man,Netherlands,Master’s degree,Data Analyst,Shipping/Transportation,Junior,50K - 100K, Personal blog 
3387,25-29,Man,Netherlands,Master’s degree,Data Analyst,Shipping/Transportation,Junior,50K - 100K, Kaggle 
3422,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,20K - 50K,I do not share my work publicly
3459,25-29,Man,Colombia,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
3459,25-29,Man,Colombia,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
3469,35-39,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
3489,40-44,Man,Australia,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,100K - 200K,I do not share my work publicly
3516,22-24,Man,Other,Bachelor’s degree,Data Analyst,Shipping/Transportation,Senior,20K - 50K,I do not share my work publicly
3532,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
3544,18-21,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,20K - 50K, Kaggle 
3544,18-21,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,20K - 50K, Shiny 
3575,40-44,Man,Pakistan,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
3626,45-49,Man,United States of America,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,20K - 50K,I do not share my work publicly
3645,60-69,Man,Norway,Doctoral degree,Business Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Streamlit 
3645,60-69,Man,Norway,Doctoral degree,Business Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, GitHub 
3653,18-21,Man,Pakistan,Master’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
3653,18-21,Man,Pakistan,Master’s degree,Data Analyst,Other,Junior,< 20K, Colab 
3659,25-29,Man,Colombia,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
3748,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 20K, GitHub 
3748,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 20K, Kaggle 
3748,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 20K,Other
3757,45-49,Man,Ecuador,Bachelor’s degree,Data Analyst,Government/Public Service,Mid,< 20K, Shiny 
3767,45-49,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,I do not share my work publicly
3787,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,20K - 50K, Kaggle 
3810,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,I do not share my work publicly
3833,22-24,Man,Brazil,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 20K, GitHub 
3849,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,20K - 50K, Kaggle 
3849,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,20K - 50K, Colab 
3852,25-29,Man,Spain,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,I do not share my work publicly
3866,35-39,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,I do not share my work publicly
3893,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
3913,30-34,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
3918,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
3936,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 20K, GitHub 
3936,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 20K, Kaggle 
3976,30-34,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,20K - 50K,I do not share my work publicly
3977,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
3988,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
4010,25-29,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
4050,35-39,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K, Kaggle 
4050,35-39,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K, Colab 
4053,40-44,Woman,Turkey,Master’s degree,Business Analyst,Other,Senior+,< 20K,I do not share my work publicly
4060,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
4060,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
4060,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
4067,60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,50K - 100K, GitHub 
4075,50-54,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, GitHub 
4075,50-54,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, Kaggle 
4086,35-39,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, GitHub 
4088,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
4101,30-34,Woman,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K, Plotly Dash 
