index,age,gender,country,education,role,field,cat_experience,cat_salary,languages
979,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,> 200K, C
980,30-34,Man,Egypt,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Python
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K, SQL
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Python
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, C
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, C++
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, Java
996,25-29,Man,India,Master’s degree,Business Analyst,,Junior,,Python
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
1019,45-49,Man,Peru,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, SQL
1019,45-49,Man,Peru,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Java
1019,45-49,Man,Peru,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Other
1031,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,Python
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K, R
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K, SQL
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, R
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Other
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,,Python
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,, SQL
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,, MATLAB
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,, Other
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, C
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, C++
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Python
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, R
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, SQL
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, SQL
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, Other
1098,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Python
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, SQL
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,Python
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, R
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, SQL
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, C
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, C++
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, Java
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, Javascript
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, MATLAB
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, Other
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
1107,25-29,Man,Egypt,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K, MATLAB
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Python
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, SQL
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, SQL
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
1132,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Python
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Java
1143,22-24,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, R
1159,30-34,Man,Turkey,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1170,35-39,Man,Pakistan,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 25K, R
1178,50-54,Man,South Korea,Professional doctorate,Business Analyst,Academics/Education,Senior,50K - 100K, SQL
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Python
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, R
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, SQL
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Other
1190,60-69,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Sin experiencia,100K - 200K,
1192,30-34,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
1192,30-34,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, R
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Python
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K, SQL
1211,30-34,Woman,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, R
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, C
1231,40-44,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Python
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Python
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, SQL
1249,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Python
1249,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, C
1249,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, MATLAB
1259,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, SQL
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Python
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, R
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, SQL
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, C
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, C++
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Java
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Javascript
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Julia
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Swift
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Bash
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, MATLAB
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,,Python
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,, SQL
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K, R
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
1310,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Python
1312,25-29,Man,Nigeria,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Python
1312,25-29,Man,Nigeria,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, SQL
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, SQL
1323,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,100K - 200K,
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Python
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K, SQL
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Python
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K, SQL
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K, Other
1361,22-24,Man,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,
1368,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Python
1370,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,Python
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, SQL
1378,30-34,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Java
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, R
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, C
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, C++
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Java
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Javascript
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,Python
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K, SQL
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K, Bash
1386,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
1395,50-54,Woman,Poland,Master’s degree,Business Analyst,Academics/Education,Junior,< 25K, None
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Python
1415,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
1415,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, R
1421,40-44,Man,Ukraine,Master’s degree,Data Analyst,Other,Mid,,Python
1421,40-44,Man,Ukraine,Master’s degree,Data Analyst,Other,Mid,, Javascript
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Python
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K, R
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K, SQL
1446,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,Python
1447,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Shipping/Transportation,Junior,25K - 50K,Python
1447,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Shipping/Transportation,Junior,25K - 50K, SQL
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Python
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K, SQL
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K, C++
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K, Java
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
1475,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
1479,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,Python
1482,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
1485,35-39,Man,Australia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, None
1500,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Python
1500,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, SQL
1500,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, C++
1500,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Java
1500,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, MATLAB
1521,60-69,Man,Other,Doctoral degree,Business Analyst,Marketing/CRM,Junior,< 25K, C++
1521,60-69,Man,Other,Doctoral degree,Business Analyst,Marketing/CRM,Junior,< 25K, Java
1521,60-69,Man,Other,Doctoral degree,Business Analyst,Marketing/CRM,Junior,< 25K, Javascript
1523,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
1523,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, C++
1523,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, MATLAB
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,Python
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K, Julia
