index,age,gender,country,education,role,field,cat_experience,cat_salary,notebooks_unido
1569,30-34,Woman,Canada,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, Kaggle Notebooks
1574,35-39,Woman,South Africa,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K, Kaggle Notebooks
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 25K, Kaggle Notebooks
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 25K,Colab Notebooks
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 25K,Other
1599,25-29,Man,United States of America,Professional doctorate,Business Analyst,Academics/Education,Senior+,< 25K,Colab Notebooks
1603,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
1651,35-39,Man,Egypt,Master’s degree,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
1651,35-39,Man,Egypt,Master’s degree,Data Analyst,Other,Junior,< 25K,Colab Notebooks
1653,50-54,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,Colab Notebooks
1653,50-54,Man,Japan,Master’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,Google Cloud Notebooks (AI Platform / Vertex AI) 
1669,35-39,Nonbinary,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
1677,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Azure Notebooks
1678,30-34,Woman,India,Doctoral degree,Data Analyst,Non-profit/Service,Junior,< 25K, Kaggle Notebooks
1678,30-34,Woman,India,Doctoral degree,Data Analyst,Non-profit/Service,Junior,< 25K,Colab Notebooks
1678,30-34,Woman,India,Doctoral degree,Data Analyst,Non-profit/Service,Junior,< 25K,Azure Notebooks
1680,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Colab Notebooks
1686,25-29,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
1690,60-69,Man,Mexico,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K, Kaggle Notebooks
1693,25-29,Man,Japan,Master’s degree,Business Analyst,Government/Public Service,Senior,< 25K,Colab Notebooks
1700,40-44,Man,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Mid,50K - 100K,Colab Notebooks
1748,25-29,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K, Kaggle Notebooks
1748,25-29,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Colab Notebooks
1774,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K, Kaggle Notebooks
1774,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Colab Notebooks
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
1796,18-21,Man,Japan,Bachelor’s degree,Data Analyst,,Junior,, Kaggle Notebooks
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
1818,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
1818,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Kaggle Notebooks
1830,25-29,Man,Japan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,25K - 50K, Kaggle Notebooks
1842,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Observable Notebooks 
1844,35-39,Man,Nigeria,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Other
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Databricks Collaborative Notebooks 
1873,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
1873,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Colab Notebooks
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Azure Notebooks
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, IBM Watson Studio 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Amazon EMR Notebooks 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Google Cloud Datalab
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K, IBM Watson Studio 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Google Cloud Datalab
1908,18-21,Woman,India,Bachelor’s degree,Data Analyst,,Junior,,Other
1913,25-29,Man,Other,Bachelor’s degree,Data Analyst,,Mid,, Kaggle Notebooks
1920,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,, Databricks Collaborative Notebooks 
1930,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Datalab
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K, Binder / JupyterHub 
1949,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
1961,25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,Azure Notebooks
1961,25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K, Databricks Collaborative Notebooks 
1979,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Binder / JupyterHub 
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
1982,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Other,Junior,, Binder / JupyterHub 
1989,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Kaggle Notebooks
1989,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Colab Notebooks
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K, Binder / JupyterHub 
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Paperspace / Gradient 
2017,30-34,Man,India,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Colab Notebooks
2021,25-29,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Binder / JupyterHub 
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Kaggle Notebooks
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Binder / JupyterHub 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, Kaggle Notebooks
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Colab Notebooks
2039,40-44,Woman,Argentina,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud Datalab
2052,40-44,Woman,United Arab Emirates,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2055,35-39,Man,Switzerland,Bachelor’s degree,Data Analyst,Other,Junior,100K - 200K, Kaggle Notebooks
2055,35-39,Man,Switzerland,Bachelor’s degree,Data Analyst,Other,Junior,100K - 200K,Azure Notebooks
2055,35-39,Man,Switzerland,Bachelor’s degree,Data Analyst,Other,Junior,100K - 200K, Binder / JupyterHub 
2077,18-21,Man,Morocco,I prefer not to answer,Data Analyst,,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
2088,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Databricks Collaborative Notebooks 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
2123,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
2123,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, IBM Watson Studio 
2123,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
2126,22-24,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Binder / JupyterHub 
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K, Kaggle Notebooks
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K,Colab Notebooks
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K,Azure Notebooks
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K, Binder / JupyterHub 
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K,Google Cloud Datalab
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K, Kaggle Notebooks
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,Colab Notebooks
2154,22-24,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Kaggle Notebooks
2163,55-59,Woman,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Senior,100K - 200K,Colab Notebooks
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Azure Notebooks
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Amazon EMR Notebooks 
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Google Cloud Datalab
2187,25-29,Man,Other,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K, Kaggle Notebooks
2187,25-29,Man,Other,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K, Kaggle Notebooks
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K, Kaggle Notebooks
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K, Binder / JupyterHub 
2199,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, IBM Watson Studio 
2214,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
2214,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Observable Notebooks 
2216,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
2216,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, IBM Watson Studio 
2216,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Databricks Collaborative Notebooks 
2219,22-24,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
2220,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
2220,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
2235,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Colab Notebooks
2256,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2256,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Deepnote Notebooks 
2256,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Observable Notebooks 
2262,50-54,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle Notebooks
2316,50-54,Man,Peru,I prefer not to answer,Business Analyst,Academics/Education,Senior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2317,22-24,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Other
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,, Kaggle Notebooks
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,Colab Notebooks
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,Google Cloud Datalab
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,, Deepnote Notebooks 
2424,40-44,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,100K - 200K,Colab Notebooks
2424,40-44,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,100K - 200K,Other
2474,18-21,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,, Kaggle Notebooks
2479,35-39,Man,Chile,Master’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K, Kaggle Notebooks
2492,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Colab Notebooks
2500,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,50K - 100K, Kaggle Notebooks
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K, Kaggle Notebooks
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K, Amazon EMR Notebooks 
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud Datalab
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K, Databricks Collaborative Notebooks 
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
2522,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
2522,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
2533,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Kaggle Notebooks
2546,40-44,Man,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Kaggle Notebooks
2564,30-34,Woman,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Databricks Collaborative Notebooks 
2578,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Azure Notebooks
2578,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Other
2582,22-24,Man,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
2596,25-29,Man,Ecuador,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,,Colab Notebooks
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
2631,45-49,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Amazon EMR Notebooks 
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Zeppelin / Zepl Notebooks 
2659,30-34,Man,France,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K, Kaggle Notebooks
