index,age,gender,country,education,role,field,cat_experience,cat_salary,courses_unido
885,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Computers/Technology,Junior,100K - 200K,Udacity
949,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
949,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
951,30-34,Woman,Russia,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Coursera
959,25-29,Man,Japan,No formal education past high school,Business Analyst,Government/Public Service,Junior,< 25K,Other
969,18-21,Woman,India,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,Coursera
969,18-21,Woman,India,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,Kaggle Learn Courses
969,18-21,Woman,India,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
978,25-29,Woman,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Kaggle Learn Courses
978,25-29,Woman,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Udemy
978,25-29,Woman,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,LinkedIn Learning
979,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,> 200K,Udemy
979,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,> 200K,LinkedIn Learning
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Coursera
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Udemy
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,LinkedIn Learning
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,University Courses (resulting in a university degree)
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udacity
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,Coursera
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,edX
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,DataCamp
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,Udacity
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,Udemy
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,DataCamp
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udemy
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,University Courses (resulting in a university degree)
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,DataCamp
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Udemy
1098,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Kaggle Learn Courses
1098,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Udemy
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Coursera
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,LinkedIn Learning
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,University Courses (resulting in a university degree)
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,Coursera
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,edX
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,DataCamp
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,Udacity
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,Udemy
1107,25-29,Man,Egypt,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,DataCamp
1107,25-29,Man,Egypt,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,Udacity
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Coursera
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Udemy
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,University Courses (resulting in a university degree)
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Coursera
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Kaggle Learn Courses
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Udacity
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Udemy
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,LinkedIn Learning
1132,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,DataCamp
1132,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,LinkedIn Learning
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Coursera
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,DataCamp
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Fast.ai
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Udemy
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,University Courses (resulting in a university degree)
1143,22-24,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Coursera
1159,30-34,Man,Turkey,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
1170,35-39,Man,Pakistan,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
1178,50-54,Man,South Korea,Professional doctorate,Business Analyst,Academics/Education,Senior,50K - 100K,Kaggle Learn Courses
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Udemy
1190,60-69,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Sin experiencia,100K - 200K,Udemy
1192,30-34,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Other
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Coursera
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Fast.ai
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Udemy
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,LinkedIn Learning
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,edX
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Kaggle Learn Courses
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Udemy
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,University Courses (resulting in a university degree)
1259,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Other
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Coursera
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,edX
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Kaggle Learn Courses
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,DataCamp
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Fast.ai
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Udacity
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Udemy
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,LinkedIn Learning
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,University Courses (resulting in a university degree)
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,Coursera
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,DataCamp
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,Udemy
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,University Courses (resulting in a university degree)
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Coursera
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Fast.ai
1310,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Kaggle Learn Courses
1323,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,100K - 200K,Coursera
1323,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,100K - 200K,Kaggle Learn Courses
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Coursera
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Kaggle Learn Courses
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Other
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Kaggle Learn Courses
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Udemy
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Other
1361,22-24,Man,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,Udemy
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,DataCamp
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Udemy
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,LinkedIn Learning
1378,30-34,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Coursera
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Coursera
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Udemy
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,LinkedIn Learning
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,edX
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,Kaggle Learn Courses
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,Udemy
1395,50-54,Woman,Poland,Master’s degree,Business Analyst,Academics/Education,Junior,< 25K,Coursera
1395,50-54,Woman,Poland,Master’s degree,Business Analyst,Academics/Education,Junior,< 25K,Udemy
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Udemy
1415,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,edX
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,DataCamp
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Udacity
1447,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Shipping/Transportation,Junior,25K - 50K,Coursera
1447,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Shipping/Transportation,Junior,25K - 50K,Kaggle Learn Courses
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Coursera
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Kaggle Learn Courses
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Fast.ai
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Udacity
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,University Courses (resulting in a university degree)
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,edX
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udacity
1479,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,Coursera
1479,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,edX
1479,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,Udemy
1482,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,University Courses (resulting in a university degree)
1485,35-39,Man,Australia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K,Kaggle Learn Courses
1521,60-69,Man,Other,Doctoral degree,Business Analyst,Marketing/CRM,Junior,< 25K,LinkedIn Learning
1521,60-69,Man,Other,Doctoral degree,Business Analyst,Marketing/CRM,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
1523,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udacity
