index,time,age,gender
1195,705,60-69,Nonbinary
1196,481,25-29,Man
1197,1083,30-34,Man
1198,977,60-69,Man
1199,1220,40-44,Man
1200,573,22-24,Man
1201,1035,25-29,Man
1202,513,35-39,Woman
1203,786,30-34,Man
1204,740,25-29,Man
1205,604,25-29,Woman
1206,468,18-21,Man
1207,753,45-49,Man
1208,558,30-34,Man
1209,365,35-39,Man
1210,1636,25-29,Man
1211,421,30-34,Woman
1212,1114,25-29,Man
1213,6724,30-34,Man
1214,729,22-24,Man
1215,993,55-59,Man
1216,1319,30-34,Man
1217,673,22-24,Woman
1218,653,55-59,Man
1219,1975,55-59,Man
1220,422,22-24,Man
1221,576,22-24,Man
1222,2592,35-39,Man
1223,910,40-44,Woman
1224,1363,40-44,Man
1225,608,18-21,Man
1226,1358,18-21,Man
1227,545,18-21,Man
1228,1143,45-49,Man
1229,1427,25-29,Man
1230,832,25-29,Woman
1231,536,40-44,Man
1232,1157,40-44,Man
1233,860,22-24,Woman
1234,1853,50-54,Man
1235,1022,25-29,Man
1236,690,30-34,Man
1237,7322,18-21,Man
1238,1051,25-29,Man
1239,297,50-54,Woman
1240,841,30-34,Woman
1241,2330958,22-24,Man
1242,373,25-29,Man
1243,563,50-54,Man
1244,1070,40-44,Man
1245,372,18-21,Man
1246,845,22-24,Man
1247,750,35-39,Man
1248,706,40-44,Man
1249,421,18-21,Man
1250,943,55-59,Man
1251,868,18-21,Man
1252,303,35-39,Man
1253,896,18-21,Man
1254,497,18-21,Man
1255,245,22-24,Man
1256,491,25-29,Man
1257,411,18-21,Man
1258,1245,45-49,Woman
1259,902,25-29,Man
1260,1673,45-49,Man
1261,819,30-34,Man
1262,606,30-34,Man
1263,571,25-29,Man
1264,226,18-21,Man
1265,376,60-69,Man
1266,130,22-24,Woman
1267,740,35-39,Man
1268,648,25-29,Man
1269,747,45-49,Man
1270,1095,30-34,Man
1271,226,22-24,Man
1272,201,18-21,Man
1273,409,45-49,Man
1274,560,30-34,Man
1275,2438,18-21,Woman
1276,386,18-21,Man
1277,509,30-34,Man
1278,2702,30-34,Man
1279,30752,18-21,Man
1280,466,45-49,Man
1281,902,35-39,Man
1282,447,40-44,Woman
1283,324,22-24,Man
1284,468,40-44,Man
1285,466,25-29,Woman
1286,595,22-24,Woman
1287,360,30-34,Man
1288,427,40-44,Man
1289,1025,22-24,Man
1290,1804,55-59,Man
1291,641,18-21,Man
1292,432,22-24,Man
1293,614,40-44,Man
1294,685,22-24,Man
1295,1161,35-39,Woman
1296,344,25-29,Man
1297,2637,55-59,Man
1298,225,22-24,Man
1299,511,22-24,Man
1300,326,25-29,Man
1301,648,25-29,Man
1302,625,18-21,Man
1303,155,30-34,Woman
1304,1178,30-34,Woman
1305,430,35-39,Man
1306,348,18-21,Man
1307,1041,18-21,Woman
1308,2289,35-39,Woman
1309,809,30-34,Man
1310,211,18-21,Man
1311,2483,22-24,Man
1312,291,25-29,Man
1313,471,18-21,Woman
1314,406,55-59,Man
1315,566,55-59,Man
1316,174,25-29,Man
1317,380,25-29,Man
1318,331,18-21,Man
1319,537,30-34,Man
1320,393,22-24,Man
1321,984,35-39,Man
1322,465,30-34,Man
1323,897,60-69,Prefer not to say
1324,866,30-34,Woman
1325,37615,18-21,Man
1326,515,30-34,Man
1327,509,22-24,Man
1328,1363,45-49,Man
1329,838,30-34,Man
1330,2117,60-69,Man
1331,645,55-59,Man
1332,939,40-44,Man
1333,289,18-21,Man
1334,5722,35-39,Man
1335,403,18-21,Man
1336,356,18-21,Woman
1337,669,25-29,Man
1338,764,40-44,Man
1339,298,18-21,Man
1340,1000,25-29,Man
1341,866,30-34,Man
1342,234,30-34,Woman
1343,749,45-49,Woman
1344,639,25-29,Nonbinary
1345,808,30-34,Woman
1346,719,25-29,Man
1347,810,25-29,Man
1348,664,45-49,Man
1349,307301,18-21,Man
1350,638,45-49,Man
1351,947,50-54,Man
1352,667,40-44,Man
1353,37401,30-34,Man
1354,12106,18-21,Woman
1355,739,30-34,Man
1356,1230113,30-34,Man
1357,567,25-29,Man
1358,881,18-21,Man
1359,386,35-39,Man
1360,1941,45-49,Man
1361,1284,22-24,Man
1362,1166,60-69,Man
1363,4096,50-54,Man
1364,506,55-59,Man
1365,505,25-29,Man
1366,1334,35-39,Woman
1367,507,18-21,Woman
1368,218,22-24,Woman
1369,395,25-29,Man
1370,1242,30-34,Man
1371,7215,30-34,Woman
1372,1005,40-44,Man
1373,394,25-29,Man
1374,830,18-21,Man
1375,743,22-24,Woman
1376,637,25-29,Woman
1377,417,22-24,Man
1378,482,30-34,Man
1379,1013,50-54,Man
1380,481,30-34,Woman
1381,854,55-59,Man
1382,875,22-24,Man
1383,640,30-34,Man
1384,455,18-21,Man
1385,806,45-49,Man
1386,1048,18-21,Woman
1387,244,25-29,Woman
1388,160,18-21,Prefer not to say
1389,216,18-21,Man
1390,243,40-44,Man
1391,2317,35-39,Man
1392,647,25-29,Man
1393,754,18-21,Man
1394,1980,22-24,Man
1395,441,50-54,Woman
1396,919,18-21,Man
1397,571,18-21,Man
1398,717,18-21,Woman
1399,1207,40-44,Man
1400,171134,22-24,Man
1401,456482,30-34,Man
1402,546,22-24,Man
1403,1428,50-54,Man
1404,743,25-29,Man
1405,511,30-34,Man
1406,373,25-29,Man
1407,340,40-44,Man
1408,708,30-34,Man
1409,3230,45-49,Man
1410,430,18-21,Man
1411,866,25-29,Man
1412,907,25-29,Woman
1413,366,18-21,Man
1414,2418,30-34,Man
1415,747,22-24,Man
1416,724,25-29,Man
1417,449,18-21,Woman
1418,349,18-21,Man
1419,641,50-54,Man
1420,296,18-21,Man
1421,380,40-44,Man
1422,849,18-21,Man
1423,203,22-24,Woman
1424,1027,22-24,Man
1425,496,45-49,Man
1426,2698,35-39,Man
1427,2717,45-49,Woman
1428,942,25-29,Woman
1429,300,40-44,Man
1430,861,25-29,Woman
1431,421,25-29,Man
1432,3218,25-29,Woman
1433,570754,18-21,Woman
1434,1044,35-39,Man
1435,561,22-24,Man
1436,1031,30-34,Man
1437,3001,30-34,Man
1438,381,18-21,Man
1439,222,18-21,Man
1440,1077,35-39,Man
1441,498,50-54,Man
1442,1243,25-29,Woman
1443,617,35-39,Man
1444,236,22-24,Man
1445,162,18-21,Woman
1446,353,18-21,Man
1447,784,30-34,Man
1448,610,22-24,Man
1449,748,22-24,Man
1450,789,25-29,Man
1451,573,25-29,Man
1452,474,45-49,Man
1453,542,30-34,Man
1454,14517,18-21,Man
1455,537,25-29,Woman
1456,498,25-29,Man
1457,459,18-21,Woman
1458,757,22-24,Man
1459,2309,25-29,Woman
1460,845,50-54,Man
1461,692,25-29,Man
1462,243,18-21,Man
1463,1204,25-29,Man
1464,479,25-29,Woman
1465,80422,22-24,Man
1466,396,25-29,Man
1467,835,25-29,Man
1468,693,25-29,Man
1469,332,22-24,Woman
1470,557,18-21,Man
1471,666,60-69,Man
1472,544,22-24,Woman
1473,511,22-24,Man
1474,331,18-21,Woman
1475,3099,30-34,Man
1476,309,35-39,Woman
1477,765,22-24,Man
1478,600,22-24,Man
1479,906,25-29,Man
1480,765,25-29,Man
1481,455,18-21,Man
1482,1501,22-24,Woman
1483,1069,18-21,Man
1484,560,30-34,Nonbinary
1485,488,35-39,Man
1486,429,22-24,Woman
1487,799,22-24,Man
1488,127,18-21,Man
1489,671,45-49,Man
1490,155,18-21,Woman
1491,1202,30-34,Man
1492,501,22-24,Woman
1493,486,25-29,Man
1494,155,22-24,Man
1495,937,25-29,Man
1496,975,40-44,Man
1497,658,22-24,Man
1498,194,18-21,Man
1499,218,25-29,Man
1500,357,22-24,Man
1501,571,50-54,Man
1502,9225,45-49,Man
1503,393,30-34,Man
1504,630,60-69,Man
1505,2532,35-39,Man
1506,145,25-29,Man
1507,580,22-24,Man
1508,294,22-24,Man
1509,430,18-21,Woman
1510,390,25-29,Man
1511,3495,18-21,Man
1512,234,18-21,Man
1513,484,18-21,Woman
1514,827,30-34,Man
1515,780,50-54,Man
1516,415,45-49,Woman
1517,1605,22-24,Man
1518,30175,22-24,Woman
1519,510,25-29,Woman
1520,1029,22-24,Woman
1521,991,60-69,Man
1522,1192,70+,Man
1523,298,22-24,Man
1524,539,22-24,Man
1525,26320,30-34,Man
1526,359,35-39,Man
1527,326,18-21,Woman
1528,1205,22-24,Man
1529,280733,35-39,Man
1530,674,18-21,Man
1531,795,60-69,Man
1532,612,40-44,Man
1533,1170,60-69,Man
1534,1025,22-24,Man
1535,428,22-24,Man
1536,1591,35-39,Man
1537,478,22-24,Man
1538,829,45-49,Man
1539,1075,55-59,Man
1540,3255,18-21,Woman
1541,201,25-29,Man
1542,863,30-34,Woman
1543,303,18-21,Man
1544,217,35-39,Woman
1545,575,40-44,Man
1546,903,45-49,Man
1547,613,60-69,Man
1548,534,22-24,Woman
1549,473,22-24,Man
1550,478,40-44,Man
1551,440,35-39,Man
1552,1136,30-34,Man
1553,262,35-39,Man
1554,691,45-49,Man
1555,30628,35-39,Man
1556,473,30-34,Man
1557,305,30-34,Man
1558,423,40-44,Man
1559,998,25-29,Man
1560,909,30-34,Woman
1561,722,25-29,Man
1562,8440,25-29,Man
1563,933,22-24,Man
1564,956,55-59,Man
1565,524,18-21,Man
1566,2117,25-29,Man
1567,604,22-24,Man
1568,572,35-39,Man
1569,696,30-34,Woman
1570,1332,50-54,Man
1571,1106,22-24,Woman
1572,180,22-24,Man
1573,1049,50-54,Man
1574,1820,35-39,Woman
1575,1765,22-24,Man
1576,2357,25-29,Man
1577,498,22-24,Woman
1578,907,25-29,Man
1579,972,22-24,Woman
1580,681,30-34,Man
1581,759,55-59,Man
1582,383,22-24,Man
1583,672,22-24,Woman
1584,2862,25-29,Man
1585,1477,40-44,Man
1586,375,30-34,Woman
1587,859,50-54,Man
1588,273,18-21,Man
1589,404,22-24,Man
1590,923,50-54,Man
1591,430,35-39,Man
1592,229,25-29,Man
1593,762,35-39,Man
1594,288,18-21,Man
1595,401,45-49,Man
1596,1175,22-24,Man
1597,896,25-29,Man
1598,1242,35-39,Man
1599,250,25-29,Man
1600,318,30-34,Man
1601,558,25-29,Man
1602,567,30-34,Man
1603,904,18-21,Woman
1604,495,18-21,Man
1605,1305351,18-21,Man
1606,679,40-44,Man
1607,2967,22-24,Man
1608,616,22-24,Man
1609,654,35-39,Nonbinary
1610,1656,50-54,Woman
1611,1772,35-39,Man
1612,715,40-44,Woman
1613,6953,30-34,Man
1614,650,25-29,Man
1615,811,22-24,Man
1616,899,45-49,Man
1617,558,25-29,Man
1618,631,45-49,Man
1619,335,18-21,Man
1620,337,45-49,Woman
1621,808,25-29,Man
1622,487,22-24,Man
1623,651,22-24,Man
1624,543,35-39,Man
1625,731,50-54,Man
1626,356,30-34,Man
1627,528,25-29,Man
1628,736,45-49,Man
1629,772,22-24,Man
1630,1112,45-49,Man
1631,832,60-69,Man
1632,743,22-24,Man
1633,304,25-29,Man
1634,339,22-24,Woman
1635,932,22-24,Man
1636,693,25-29,Nonbinary
1637,1967,25-29,Man
1638,226,18-21,Man
1639,1285,18-21,Man
1640,511,35-39,Man
1641,665,35-39,Woman
1642,294,25-29,Man
1643,591,45-49,Man
1644,400,60-69,Woman
1645,1005,60-69,Man
1646,835,22-24,Man
1647,293,22-24,Man
1648,397,50-54,Man
1649,399,22-24,Man
1650,1205,40-44,Man
1651,1101,35-39,Man
1652,982,45-49,Man
1653,1423,50-54,Man
1654,189,22-24,Man
1655,339,18-21,Man
1656,791,45-49,Man
1657,490,22-24,Man
1658,1536,60-69,Man
1659,595,35-39,Man
1660,894,25-29,Woman
1661,461,25-29,Man
1662,1421,22-24,Man
1663,663,25-29,Man
1664,420,45-49,Man
1665,1036,22-24,Man
1666,2332,22-24,Man
1667,23067,18-21,Man
1668,940,40-44,Woman
1669,580,35-39,Nonbinary
1670,568,35-39,Man
1671,4292,25-29,Man
1672,6101,25-29,Man
1673,421,25-29,Man
1674,725,22-24,Man
1675,898,40-44,Man
1676,548,22-24,Man
1677,374,25-29,Man
1678,595,30-34,Woman
1679,294,30-34,Man
1680,495,18-21,Man
1681,1120,30-34,Man
1682,331,22-24,Man
1683,330,30-34,Man
1684,844,18-21,Woman
1685,1217,40-44,Man
1686,428,25-29,Man
1687,626,22-24,Man
1688,811,40-44,Man
1689,174,18-21,Man
1690,512,60-69,Man
1691,814,25-29,Man
1692,4494,45-49,Man
1693,554,25-29,Man
1694,559,18-21,Man
1695,570,18-21,Man
1696,491,40-44,Man
1697,462,30-34,Man
1698,982,30-34,Man
1699,648,25-29,Man
1700,573,40-44,Man
1701,335,25-29,Woman
1702,669,25-29,Woman
1703,1517,25-29,Man
1704,666,25-29,Woman
1705,337,18-21,Man
1706,1459,60-69,Man
1707,658,25-29,Man
1708,1000,18-21,Man
1709,195,30-34,Man
1710,630,30-34,Man
1711,271,22-24,Woman
1712,659,30-34,Man
1713,1024,40-44,Man
1714,318,22-24,Man
1715,775,25-29,Man
1716,555,30-34,Woman
1717,179,22-24,Man
1718,398,30-34,Man
1719,616,25-29,Man
1720,4120,22-24,Man
1721,286,22-24,Man
1722,1078,35-39,Man
1723,122,22-24,Man
1724,383,18-21,Woman
1725,581,50-54,Man
1726,449,30-34,Man
1727,2042,40-44,Man
1728,718,45-49,Woman
1729,350,25-29,Man
1730,1034,25-29,Man
1731,356,18-21,Woman
1732,7018,22-24,Man
1733,597,18-21,Man
1734,316,25-29,Man
1735,326,18-21,Man
1736,212,18-21,Man
1737,366,18-21,Woman
1738,771,22-24,Man
1739,900,35-39,Man
1740,444,18-21,Man
1741,724,35-39,Woman
1742,675,40-44,Man
1743,504,40-44,Man
1744,350,25-29,Woman
1745,974,25-29,Man
1746,1303,25-29,Man
1747,13880,18-21,Man
1748,465,25-29,Man
1749,4133,35-39,Man
1750,753,35-39,Man
1751,468,30-34,Man
1752,934,18-21,Man
1753,339,22-24,Man
1754,581,35-39,Man
1755,379,30-34,Man
1756,678,45-49,Man
1757,1633,22-24,Woman
1758,289,25-29,Woman
1759,653,35-39,Man
1760,1116,35-39,Woman
1761,827,18-21,Woman
1762,271,30-34,Man
1763,559,30-34,Man
1764,926,25-29,Man
1765,2884,30-34,Man
1766,760,35-39,Man
1767,1886,25-29,Man
1768,3364,18-21,Man
1769,893,50-54,Man
1770,28026,30-34,Man
1771,1030,35-39,Woman
1772,691,30-34,Man
1773,487,18-21,Woman
1774,1197,35-39,Man
1775,591,30-34,Man
1776,845,40-44,Man
1777,489,22-24,Man
1778,587,35-39,Man
1779,634,25-29,Man
1780,155,18-21,Woman
1781,1556,40-44,Man
1782,991,22-24,Man
1783,443,50-54,Woman
1784,752,25-29,Man
1785,3721,30-34,Woman
1786,807,18-21,Man
1787,1237,25-29,Man
1788,427,40-44,Man
1789,623,22-24,Woman
1790,12533,50-54,Man
1791,395,60-69,Man
1792,453,40-44,Woman
1793,645,55-59,Man
1794,208,18-21,Woman
1795,503,35-39,Man
1796,708901,18-21,Man
1797,404,22-24,Woman
1798,2698,35-39,Man
1799,683,25-29,Woman
1800,944,25-29,Man
1801,456,22-24,Man
1802,747,40-44,Man
1803,255,18-21,Man
1804,11802,18-21,Woman
1805,656,22-24,Man
1806,1005,45-49,Man
1807,521,18-21,Man
1808,365,18-21,Man
1809,341,18-21,Woman
1810,679,22-24,Man
1811,163,18-21,Man
1812,477,18-21,Man
1813,479,45-49,Man
1814,341,22-24,Man
1815,1653,55-59,Man
1816,1231,50-54,Man
1817,540,25-29,Woman
1818,667,30-34,Man
1819,1090,22-24,Man
1820,940,25-29,Man
1821,583,25-29,Man
1822,236,18-21,Man
1823,950,25-29,Man
1824,262244,35-39,Man
1825,419,18-21,Man
1826,981,25-29,Man
1827,577,35-39,Man
1828,1745,30-34,Man
1829,368,18-21,Man
1830,855,25-29,Man
1831,1002,55-59,Man
1832,423,22-24,Man
1833,662,25-29,Woman
1834,1493,55-59,Man
1835,634,30-34,Man
1836,960,60-69,Man
1837,39883,45-49,Man
1838,915,30-34,Man
1839,546,60-69,Man
1840,1298,30-34,Man
1841,1658,35-39,Man
1842,294,30-34,Man
1843,928,25-29,Man
1844,2937,35-39,Man
1845,1870,45-49,Woman
1846,324,25-29,Man
1847,863,50-54,Man
1848,587,22-24,Woman
1849,2269,30-34,Man
1850,257,18-21,Woman
1851,148,22-24,Man
1852,8210,35-39,Woman
1853,425,22-24,Man
1854,357,18-21,Man
1855,1093,40-44,Woman
1856,2979,30-34,Woman
1857,473,30-34,Nonbinary
1858,666,35-39,Man
1859,750,18-21,Woman
1860,752,25-29,Man
1861,634,18-21,Man
1862,597,35-39,Woman
1863,1649,18-21,Man
1864,818,25-29,Man
1865,861,35-39,Man
1866,446,18-21,Woman
1867,447,18-21,Man
1868,407,25-29,Man
1869,1650,50-54,Man
1870,569,45-49,Man
1871,390,22-24,Man
1872,542,30-34,Man
1873,894,25-29,Man
1874,245,18-21,Man
1875,168,25-29,Man
1876,246,30-34,Man
1877,258,18-21,Woman
1878,1017,22-24,Man
1879,615,50-54,Man
1880,416,30-34,Man
1881,469,18-21,Man
1882,740,25-29,Man
1883,372,25-29,Man
1884,563,25-29,Man
1885,312,18-21,Man
1886,814,22-24,Man
1887,160,30-34,Man
1888,640,40-44,Man
1889,285,22-24,Man
1890,1034,25-29,Man
1891,2081,18-21,Woman
1892,586,22-24,Man
1893,604,25-29,Man
1894,2500,22-24,Woman
1895,3794,25-29,Man
1896,185,30-34,Woman
1897,384,30-34,Man
1898,1680,35-39,Man
1899,831,55-59,Man
1900,1327,22-24,Man
1901,213,22-24,Man
1902,2239,55-59,Man
1903,1988,18-21,Man
1904,881,45-49,Woman
1905,811,40-44,Man
1906,1449,35-39,Man
1907,366,45-49,Man
1908,162,18-21,Woman
1909,38897,45-49,Man
1910,364,18-21,Woman
1911,5717,18-21,Man
1912,745,18-21,Man
1913,205,25-29,Man
1914,2733,45-49,Man
1915,943,18-21,Man
1916,384,22-24,Man
1917,816,22-24,Man
1918,636,45-49,Man
1919,292,18-21,Man
1920,256,22-24,Woman
1921,460,30-34,Man
1922,518,25-29,Man
1923,347,25-29,Prefer not to say
1924,661,25-29,Man
1925,7652,25-29,Man
1926,873,18-21,Man
1927,629,25-29,Woman
1928,1854,55-59,Man
1929,691,55-59,Man
1930,464,22-24,Woman
1931,467,22-24,Man
1932,999,45-49,Man
1933,1405,50-54,Man
1934,1711,22-24,Man
1935,676,25-29,Man
1936,269,18-21,Man
1937,957,25-29,Man
1938,451,40-44,Man
1939,514,25-29,Man
1940,775,18-21,Man
1941,940,25-29,Man
1942,1896,30-34,Man
1943,285,18-21,Woman
1944,547,22-24,Woman
1945,272624,35-39,Woman
1946,1624,18-21,Woman
1947,360,25-29,Woman
1948,740,30-34,Man
1949,2229,25-29,Man
1950,1105,50-54,Man
1951,2366,18-21,Man
1952,547,18-21,Man
1953,498,18-21,Man
1954,411,22-24,Man
1955,426,22-24,Man
1956,256,18-21,Man
1957,725,18-21,Man
1958,1432,60-69,Man
1959,263,35-39,Man
1960,890,35-39,Man
1961,377,25-29,Man
1962,2518,18-21,Man
1963,175,30-34,Man
1964,1045,45-49,Man
1965,518,22-24,Man
1966,209,18-21,Man
1967,389,25-29,Man
1968,598,30-34,Man
1969,317,25-29,Man
1970,4349,40-44,Man
1971,183,18-21,Man
1972,1051,50-54,Man
1973,667,35-39,Man
1974,1675,25-29,Man
1975,1209,35-39,Man
1976,425,22-24,Man
1977,423,45-49,Woman
1978,1082,45-49,Man
1979,884,30-34,Man
1980,552,22-24,Man
1981,167,18-21,Man
1982,279,22-24,Man
1983,627,18-21,Man
1984,428,25-29,Man
1985,266,22-24,Woman
1986,107979,40-44,Man
1987,1652,22-24,Man
1988,850,18-21,Man
1989,2258,22-24,Man
1990,883,35-39,Man
1991,973,25-29,Man
1992,2917,35-39,Man
1993,839,30-34,Man
1994,630,30-34,Man
1995,469,18-21,Man
1996,563,40-44,Man
1997,492,18-21,Woman
1998,30861,25-29,Man
1999,604,30-34,Woman
2000,205,25-29,Man
2001,558,22-24,Man
2002,626,18-21,Man
2003,752,18-21,Man
2004,571,25-29,Man
2005,873,40-44,Woman
2006,813,40-44,Man
2007,2341,22-24,Woman
2008,555709,22-24,Man
2009,559,25-29,Man
2010,460,35-39,Man
2011,539,35-39,Woman
2012,821,30-34,Man
2013,2006,22-24,Man
2014,983,35-39,Man
2015,1386,18-21,Man
2016,491,22-24,Man
2017,910,30-34,Man
2018,570,22-24,Man
2019,426,45-49,Man
2020,795,30-34,Man
2021,711,25-29,Man
2022,2194,25-29,Man
2023,357,22-24,Man
2024,1191,25-29,Man
2025,704,25-29,Man
2026,948,35-39,Man
2027,446,18-21,Man
2028,864,35-39,Woman
2029,900,35-39,Man
2030,321,35-39,Woman
2031,480,25-29,Woman
2032,128,40-44,Man
2033,228,22-24,Man
2034,393,40-44,Man
2035,761,25-29,Woman
2036,43558,45-49,Man
2037,490,30-34,Man
2038,573,55-59,Man
2039,383,40-44,Woman
2040,2002,22-24,Prefer not to say
2041,758,25-29,Man
2042,444,18-21,Man
2043,99389,22-24,Woman
2044,125,18-21,Man
2045,1008,60-69,Man
2046,283,25-29,Man
2047,3646,18-21,Man
2048,145,22-24,Man
2049,900,35-39,Man
2050,179,18-21,Man
2051,1166,40-44,Man
2052,14741,40-44,Woman
2053,237,22-24,Man
2054,333,22-24,Man
2055,2420,35-39,Man
2056,1228,18-21,Man
2057,192,18-21,Man
2058,975,22-24,Man
2059,366,18-21,Man
2060,366,55-59,Man
2061,732,35-39,Man
2062,1187,40-44,Man
2063,376,22-24,Woman
2064,1510,35-39,Woman
2065,403018,18-21,Man
2066,290,22-24,Man
2067,211,22-24,Man
2068,1200,50-54,Man
2069,1011,55-59,Man
2070,1125,45-49,Man
2071,1004,30-34,Man
2072,624,18-21,Man
2073,318,25-29,Man
2074,437,25-29,Man
2075,1259,40-44,Man
2076,785,25-29,Man
2077,333,18-21,Man
2078,485,18-21,Woman
2079,721767,18-21,Man
2080,418,22-24,Woman
2081,800,22-24,Man
2082,768,35-39,Man
2083,975,30-34,Man
2084,223,40-44,Man
2085,1055,40-44,Man
2086,359,22-24,Man
2087,671,40-44,Man
2088,289,30-34,Man
2089,503,22-24,Man
2090,777,50-54,Man
2091,4227,22-24,Woman
2092,339,18-21,Prefer not to say
2093,487,22-24,Man
2094,771,40-44,Man
2095,444,18-21,Man
2096,469,25-29,Woman
2097,345,22-24,Woman
2098,520,22-24,Woman
2099,465,18-21,Man
2100,428,25-29,Man
2101,1468,25-29,Man
2102,493,18-21,Woman
2103,725,18-21,Man
2104,949,30-34,Woman
2105,678,18-21,Man
2106,1008,50-54,Man
2107,489,30-34,Prefer not to say
2108,424,22-24,Man
2109,443,22-24,Man
2110,631,35-39,Man
2111,10006,35-39,Man
2112,493,30-34,Man
2113,273,25-29,Man
2114,524,45-49,Man
2115,199,18-21,Woman
2116,418,22-24,Man
2117,661,18-21,Man
2118,495,40-44,Man
2119,684,18-21,Man
2120,971,22-24,Man
2121,420,22-24,Woman
2122,537,22-24,Woman
2123,1271,25-29,Man
2124,245,18-21,Prefer not to say
2125,248,50-54,Woman
2126,579,22-24,Man
2127,926,25-29,Man
2128,501,25-29,Man
2129,364,30-34,Man
2130,607,45-49,Man
2131,307,30-34,Man
2132,484,18-21,Man
2133,171,18-21,Man
2134,287,25-29,Man
2135,1959,30-34,Woman
2136,568,18-21,Man
2137,1163,22-24,Man
2138,6262,25-29,Man
2139,989,55-59,Man
2140,987,35-39,Man
2141,3685,25-29,Prefer not to say
2142,3318,30-34,Woman
2143,521,25-29,Woman
2144,455,22-24,Man
2145,529,22-24,Man
2146,993,25-29,Man
2147,1414,35-39,Woman
2148,952,45-49,Man
2149,923,55-59,Woman
2150,927,35-39,Man
2151,968,55-59,Man
2152,638,30-34,Man
2153,515,22-24,Woman
2154,898,22-24,Woman
2155,894,25-29,Man
2156,621,22-24,Woman
2157,1071,22-24,Man
2158,300,18-21,Woman
2159,311,22-24,Man
2160,3767,40-44,Man
2161,818,25-29,Man
2162,415,18-21,Man
2163,673,55-59,Woman
2164,262,25-29,Man
2165,798,25-29,Man
2166,3788,30-34,Man
2167,141,30-34,Man
2168,762,25-29,Man
2169,1726,45-49,Man
2170,516,25-29,Woman
2171,231,18-21,Man
2172,415,30-34,Man
2173,4147,25-29,Woman
2174,527,18-21,Man
2175,672,22-24,Woman
2176,289,35-39,Prefer not to say
2177,271,25-29,Man
2178,908,35-39,Man
2179,29650,35-39,Man
2180,586,18-21,Man
2181,1548,18-21,Man
2182,812,25-29,Man
2183,413,30-34,Man
2184,812,18-21,Man
2185,233,18-21,Man
2186,955,55-59,Man
2187,1018,25-29,Man
2188,4375,22-24,Man
2189,557,22-24,Man
2190,508,45-49,Man
2191,615,25-29,Man
2192,610,35-39,Man
2193,1606,25-29,Man
2194,4505,35-39,Man
2195,855,45-49,Man
2196,373,25-29,Man
2197,205,45-49,Man
2198,924,22-24,Man
2199,3372,30-34,Man
2200,936415,22-24,Man
2201,330,30-34,Man
2202,20300,30-34,Man
2203,1423,30-34,Man
2204,539,30-34,Man
2205,727,22-24,Man
2206,502,35-39,Man
2207,690,18-21,Man
2208,377,35-39,Man
2209,284,18-21,Man
2210,385,25-29,Man
2211,574,18-21,Man
2212,781,35-39,Man
2213,551,30-34,Man
2214,666,22-24,Man
2215,472,25-29,Woman
2216,2349,30-34,Man
2217,492,40-44,Man
2218,4597,30-34,Woman
2219,408,22-24,Man
2220,1634,35-39,Man
2221,481,18-21,Woman
2222,708,25-29,Man
2223,430,22-24,Man
2224,248,25-29,Man
2225,1047,40-44,Man
2226,847,22-24,Man
2227,603,45-49,Man
2228,537,22-24,Woman
2229,520,25-29,Prefer not to say
2230,1075,30-34,Man
2231,398,18-21,Man
2232,927,50-54,Man
2233,501,25-29,Man
2234,583,22-24,Man
2235,511,30-34,Man
2236,1156,25-29,Man
2237,519,22-24,Man
2238,538,30-34,Man
2239,280,18-21,Man
2240,1346,25-29,Man
2241,330,25-29,Man
2242,532,60-69,Man
2243,4726,35-39,Man
2244,247,18-21,Man
2245,378,18-21,Man
2246,1069,35-39,Man
2247,222,25-29,Woman
2248,630,22-24,Woman
2249,499,40-44,Man
2250,372,22-24,Man
2251,1641,25-29,Man
2252,83617,40-44,Man
2253,263,30-34,Man
2254,610,18-21,Woman
2255,1318370,30-34,Man
2256,973,25-29,Man
2257,913,35-39,Man
2258,6002,30-34,Man
2259,633,50-54,Man
2260,2240,35-39,Man
2261,450,25-29,Man
2262,473,50-54,Man
2263,197,35-39,Man
2264,304,30-34,Man
2265,312,22-24,Man
2266,1353,25-29,Man
2267,802,35-39,Woman
2268,526,22-24,Man
2269,262,18-21,Man
2270,1363,60-69,Man
2271,1234,40-44,Man
2272,444,40-44,Man
2273,846,22-24,Man
2274,1493,30-34,Woman
2275,492,18-21,Woman
2276,504,22-24,Man
2277,533,22-24,Man
2278,1353,55-59,Man
2279,846,18-21,Man
2280,4645,25-29,Woman
2281,216,35-39,Man
2282,787,25-29,Man
2283,279,18-21,Woman
2284,633,18-21,Man
2285,611,25-29,Man
2286,710,22-24,Man
2287,166,30-34,Man
2288,303,30-34,Man
2289,613,45-49,Man
2290,591,40-44,Man
2291,590,30-34,Man
2292,902,18-21,Man
2293,329,25-29,Man
2294,500,25-29,Man
2295,1541,50-54,Man
2296,656,35-39,Man
2297,810,30-34,Man
2298,370,18-21,Man
2299,747,40-44,Man
2300,1378,25-29,Man
2301,486,22-24,Man
2302,703,18-21,Man
2303,11169,30-34,Man
2304,907,50-54,Man
2305,382,18-21,Man
2306,589,30-34,Woman
2307,1752,30-34,Woman
2308,228,30-34,Man
2309,692,40-44,Man
2310,311,35-39,Man
2311,3427,18-21,Man
2312,619,22-24,Man
