index,age,gender,country,education,role,field,cat_experience,cat_salary,visual
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Leaflet / Folium 
996,25-29,Man,India,Master’s degree,Business Analyst,,Junior,, Matplotlib 
996,25-29,Man,India,Master’s degree,Business Analyst,,Junior,,Seaborn 
996,25-29,Man,India,Master’s degree,Business Analyst,,Junior,,Plotly / Plotly Express 
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
1019,45-49,Man,Peru,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 20K, None
1031,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 20K,
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K, Matplotlib 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K,Seaborn 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K,Plotly / Plotly Express 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K,Ggplot / ggplot2 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 20K,Shiny 
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K, None
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,, None
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,D3 js 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Geoplotlib 
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, None
1098,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 20K,
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, Matplotlib 
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 20K, None
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Seaborn 
1107,25-29,Man,Egypt,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Mid,< 20K, None
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, Matplotlib 
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Seaborn 
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Plotly / Plotly Express 
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Seaborn 
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Plotly / Plotly Express 
1132,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 20K,
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Matplotlib 
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Seaborn 
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Plotly / Plotly Express 
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1143,22-24,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Other
1159,30-34,Man,Turkey,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, None
1170,35-39,Man,Pakistan,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 20K,Ggplot / ggplot2 
1178,50-54,Man,South Korea,Professional doctorate,Business Analyst,Academics/Education,Senior,50K - 100K, Matplotlib 
1178,50-54,Man,South Korea,Professional doctorate,Business Analyst,Academics/Education,Senior,50K - 100K,Seaborn 
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Matplotlib 
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Seaborn 
1190,60-69,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Sin experiencia,100K - 200K,
1192,30-34,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1192,30-34,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K, Matplotlib 
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Seaborn 
1211,30-34,Woman,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, None
1231,40-44,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
1231,40-44,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Other
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, Matplotlib 
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K,Seaborn 
1249,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, None
1259,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Plotly / Plotly Express 
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Ggplot / ggplot2 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K, Matplotlib 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Seaborn 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Plotly / Plotly Express 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Ggplot / ggplot2 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Shiny 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,D3 js 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Altair 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Bokeh 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Geoplotlib 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K,Leaflet / Folium 
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,, None
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,Ggplot / ggplot2 
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1310,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 20K, None
1312,25-29,Man,Nigeria,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Matplotlib 
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Matplotlib 
1323,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,100K - 200K,
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 20K,Seaborn 
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 20K,Leaflet / Folium 
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,20K - 50K, Matplotlib 
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,20K - 50K,Seaborn 
1361,22-24,Man,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,Sin experiencia,< 20K,
1368,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Matplotlib 
1368,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Seaborn 
1370,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,20K - 50K, Matplotlib 
1370,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,20K - 50K,Seaborn 
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1378,30-34,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Seaborn 
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Plotly / Plotly Express 
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Geoplotlib 
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K, Matplotlib 
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,Seaborn 
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,Plotly / Plotly Express 
1386,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 20K,
1395,50-54,Woman,Poland,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K, None
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K, Matplotlib 
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Seaborn 
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Plotly / Plotly Express 
1415,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
1421,40-44,Man,Ukraine,Master’s degree,Data Analyst,Other,Mid,, Matplotlib 
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Seaborn 
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Plotly / Plotly Express 
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Shiny 
1446,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,, None
1447,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Shipping/Transportation,Junior,20K - 50K, None
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 20K, Matplotlib 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 20K,Seaborn 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 20K,Plotly / Plotly Express 
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1472,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1475,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1475,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
1475,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Ggplot / ggplot2 
1479,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,20K - 50K, Matplotlib 
1482,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, None
1485,35-39,Man,Australia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, Matplotlib 
1500,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Matplotlib 
1521,60-69,Man,Other,Doctoral degree,Business Analyst,Marketing/CRM,Junior,< 20K, None
1523,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 20K, Matplotlib 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 20K,Seaborn 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 20K,Plotly / Plotly Express 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 20K,Ggplot / ggplot2 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 20K,Shiny 
1535,22-24,Man,India,Master’s degree,Business Analyst,Other,Junior,< 20K, Matplotlib 
1535,22-24,Man,India,Master’s degree,Business Analyst,Other,Junior,< 20K,Seaborn 
1535,22-24,Man,India,Master’s degree,Business Analyst,Other,Junior,< 20K,Plotly / Plotly Express 
1540,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Matplotlib 
1540,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,< 20K,Seaborn 
1540,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Mid,< 20K,Plotly / Plotly Express 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Other
1547,60-69,Man,United States of America,Master’s degree,Business Analyst,Military/Security/Defense,Senior+,100K - 200K, Matplotlib 
1547,60-69,Man,United States of America,Master’s degree,Business Analyst,Military/Security/Defense,Senior+,100K - 200K,Seaborn 
1547,60-69,Man,United States of America,Master’s degree,Business Analyst,Military/Security/Defense,Senior+,100K - 200K,Plotly / Plotly Express 
1556,30-34,Man,Chile,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 20K, Matplotlib 
1556,30-34,Man,Chile,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 20K,Seaborn 
1556,30-34,Man,Chile,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 20K,Geoplotlib 
1562,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
1568,35-39,Man,India,Master’s degree,Business Analyst,Academics/Education,Senior+,100K - 200K, Matplotlib 
1569,30-34,Woman,Canada,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, Matplotlib 
1569,30-34,Woman,Canada,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K,Seaborn 
1569,30-34,Woman,Canada,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K,Plotly / Plotly Express 
1574,35-39,Woman,South Africa,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, Matplotlib 
1574,35-39,Woman,South Africa,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K,Seaborn 
1591,35-39,Man,Netherlands,Master’s degree,Data Analyst,Non-profit/Service,Junior,50K - 100K,Ggplot / ggplot2 
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 20K, Matplotlib 
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 20K,Seaborn 
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 20K,Plotly / Plotly Express 
1593,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Senior+,< 20K,Ggplot / ggplot2 
1599,25-29,Man,United States of America,Professional doctorate,Business Analyst,Academics/Education,Senior+,< 20K,Geoplotlib 
1603,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
1610,50-54,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,50K - 100K, None
1642,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Matplotlib 
1642,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Seaborn 
