index,age,gender,country,education,role,field,cat_experience,cat_salary,cod_env
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,,JupyterLab 
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,,RStudio 
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,,Visual Studio 
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,,Visual Studio Code (VSCode) 
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,,PyCharm 
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,, Sublime Text
945,18-21,Woman,Viet Nam,Bachelor’s degree,Business Analyst,,Junior,,Jupyter Notebook
949,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
949,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Other
951,30-34,Woman,Russia,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Jupyter Notebook
959,25-29,Man,Japan,No formal education past high school,Business Analyst,Government/Public Service,Junior,< 25K,JupyterLab 
959,25-29,Man,Japan,No formal education past high school,Business Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
965,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,JupyterLab 
965,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Visual Studio 
965,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,PyCharm 
965,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Spyder
965,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Notepad++
965,40-44,Man,Indonesia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
969,18-21,Woman,India,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,JupyterLab 
969,18-21,Woman,India,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 25K,Visual Studio 
972,22-24,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
978,25-29,Woman,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Jupyter Notebook
979,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,> 200K,PyCharm 
980,30-34,Man,Egypt,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Jupyter Notebook
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,RStudio 
985,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Jupyter Notebook
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,JupyterLab 
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Visual Studio Code (VSCode) 
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,PyCharm 
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, Notepad++
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,MATLAB 
994,30-34,Man,China,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Jupyter Notebook
996,25-29,Man,India,Master’s degree,Business Analyst,,Junior,,PyCharm 
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,RStudio 
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Sublime Text
1008,30-34,Woman,South Korea,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
1019,45-49,Man,Peru,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Visual Studio 
1031,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Sin experiencia,< 25K,
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,RStudio 
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio 
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,JupyterLab 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,RStudio 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,Visual Studio Code (VSCode) 
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K, Notepad++
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,< 25K,Jupyter Notebook
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,RStudio 
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Other
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,,Visual Studio 
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,,MATLAB 
1065,70+,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Senior+,,Jupyter Notebook
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,RStudio 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Spyder
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MATLAB 
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,RStudio 
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Jupyter Notebook
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, Spyder
1098,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, Sublime Text
1099,30-34,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Jupyter Notebook
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,PyCharm 
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K, Spyder
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,< 25K,MATLAB 
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,JupyterLab 
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Visual Studio Code (VSCode) 
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,PyCharm 
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Notepad++
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
1107,25-29,Man,Egypt,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,Visual Studio Code (VSCode) 
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,PyCharm 
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Jupyter Notebook
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Spyder
1127,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
1132,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,PyCharm 
1136,25-29,Man,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Jupyter Notebook
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1143,22-24,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,RStudio 
1159,30-34,Man,Turkey,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
1170,35-39,Man,Pakistan,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,RStudio 
1178,50-54,Man,South Korea,Professional doctorate,Business Analyst,Academics/Education,Senior,50K - 100K,Jupyter Notebook
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Visual Studio 
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Sublime Text
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Jupyter Notebook
1190,60-69,Man,United States of America,Master’s degree,Business Analyst,Insurance/Risk Assessment,Sin experiencia,100K - 200K,
1192,30-34,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, Spyder
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Visual Studio Code (VSCode) 
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,PyCharm 
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Jupyter Notebook
1211,30-34,Woman,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,50K - 100K,
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, None
1231,40-44,Man,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Spyder
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Jupyter Notebook
1249,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,MATLAB 
1259,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,RStudio 
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Visual Studio 
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Visual Studio Code (VSCode) 
1270,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Notepad++
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,JupyterLab 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,RStudio 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Visual Studio 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Visual Studio Code (VSCode) 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,PyCharm 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Spyder
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Notepad++
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Sublime Text
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K, Vim / Emacs
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,MATLAB 
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 25K,Jupyter Notebook
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,,JupyterLab 
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,,PyCharm 
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,, Notepad++
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,Marketing/CRM,Senior+,,Jupyter Notebook
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,RStudio 
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K, Spyder
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K, Notepad++
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,Shipping/Transportation,Senior,50K - 100K,Jupyter Notebook
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,JupyterLab 
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,PyCharm 
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1310,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Visual Studio 
1312,25-29,Man,Nigeria,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Jupyter Notebook
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Visual Studio Code (VSCode) 
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K, Notepad++
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Jupyter Notebook
1323,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,100K - 200K,
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,PyCharm 
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Visual Studio Code (VSCode) 
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Jupyter Notebook
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K, Other
1361,22-24,Man,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,
1368,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Jupyter Notebook
1370,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,PyCharm 
1370,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K, Spyder
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Spyder
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Notepad++
1376,25-29,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1378,30-34,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Other
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Visual Studio Code (VSCode) 
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Spyder
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K, Notepad++
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,Government/Public Service,Senior,50K - 100K,Jupyter Notebook
1386,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
1395,50-54,Woman,Poland,Master’s degree,Business Analyst,Academics/Education,Junior,< 25K,RStudio 
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,JupyterLab 
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Jupyter Notebook
1415,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,JupyterLab 
1421,40-44,Man,Ukraine,Master’s degree,Data Analyst,Other,Mid,, Other
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,JupyterLab 
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,RStudio 
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Visual Studio 
1440,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K, Spyder
