index,age,gender,country,education,role,field,cat_experience,cat_salary,learn_unido
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Google Cloud BigQuery 
1404,25-29,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,100K - 200K,Google Cloud SQL 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,MySQL 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,PostgreSQL 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Oracle Database 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Snowflake 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Microsoft SQL Server 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Amazon Redshift 
1465,22-24,Man,India,Bachelor’s degree,Business Analyst,Other,Senior,< 25K,Google Cloud SQL 
1482,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud BigTable 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,SQLite 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Oracle Database 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Snowflake 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft Azure SQL Database 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft Azure Cosmos DB 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Amazon Redshift 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Amazon Aurora 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Amazon RDS 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud BigQuery 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud SQL 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Firestore 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud BigTable 
1525,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Spanner 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,Amazon Redshift 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,Google Cloud Firestore 
1526,35-39,Man,Turkey,Master’s degree,Business Analyst,Broadcasting/Communications,Mid,< 25K,Google Cloud Spanner 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,MySQL 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,PostgreSQL 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Microsoft SQL Server 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Microsoft Azure SQL Database 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Microsoft Azure Cosmos DB 
1542,30-34,Woman,Germany,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Google Cloud SQL 
1574,35-39,Woman,South Africa,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,PostgreSQL 
1591,35-39,Man,Netherlands,Master’s degree,Data Analyst,Non-profit/Service,Junior,50K - 100K,PostgreSQL 
1591,35-39,Man,Netherlands,Master’s degree,Data Analyst,Non-profit/Service,Junior,50K - 100K,Amazon RDS 
1603,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
1657,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,25K - 50K,Snowflake 
1657,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,25K - 50K,Amazon Redshift 
1677,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,MySQL 
1677,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Oracle Database 
1677,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Snowflake 
1677,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Microsoft SQL Server 
1677,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Microsoft Azure SQL Database 
1732,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
1732,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,SQLite 
1732,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MongoDB 
1774,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,MongoDB 
1774,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Google Cloud BigQuery 
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Google Cloud BigQuery 
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Google Cloud BigTable 
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Google Cloud Spanner 
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MySQL 
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Snowflake 
1803,18-21,Man,Turkey,Bachelor’s degree,Data Analyst,Other,Sin experiencia,< 25K,PostgreSQL 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,MySQL 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,PostgreSQL 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,SQLite 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,MongoDB 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,IBM Db2 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,Microsoft SQL Server 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,Microsoft Azure SQL Database 
1836,60-69,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,MySQL 
1841,35-39,Man,France,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,Snowflake 
1844,35-39,Man,Nigeria,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Oracle Database 
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud BigQuery 
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud SQL 
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud Firestore 
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud BigTable 
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud Spanner 
1868,25-29,Man,Ghana,I prefer not to answer,Data Analyst,Shipping/Transportation,Senior+,< 25K,MySQL 
1868,25-29,Man,Ghana,I prefer not to answer,Data Analyst,Shipping/Transportation,Senior+,< 25K,SQLite 
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,PostgreSQL 
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MongoDB 
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Snowflake 
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Amazon RDS 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,PostgreSQL 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,IBM Db2 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Microsoft SQL Server 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Microsoft Azure SQL Database 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Google Cloud BigQuery 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Google Cloud SQL 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Google Cloud BigTable 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,MySQL 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,PostgreSQL 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,SQLite 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Oracle Database 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,MongoDB 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Snowflake 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,IBM Db2 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Microsoft SQL Server 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Microsoft Azure SQL Database 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Microsoft Azure Cosmos DB 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Amazon Redshift 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Amazon Aurora 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Amazon DynamoDB 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Amazon RDS 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Google Cloud BigQuery 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Google Cloud SQL 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Google Cloud Firestore 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Google Cloud BigTable 
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,Google Cloud Spanner 
1930,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure Cosmos DB 
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,MySQL 
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,MongoDB 
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Microsoft SQL Server 
1967,25-29,Man,China,Master’s degree,Data Analyst,Other,Junior,50K - 100K,MySQL 
1967,25-29,Man,China,Master’s degree,Data Analyst,Other,Junior,50K - 100K,Oracle Database 
1967,25-29,Man,China,Master’s degree,Data Analyst,Other,Junior,50K - 100K,Microsoft Azure SQL Database 
1969,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,PostgreSQL 
1969,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,Amazon Aurora 
1969,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,Amazon DynamoDB 
1969,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,Amazon RDS 
1969,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,Google Cloud SQL 
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,SQLite 
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure SQL Database 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,MySQL 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,PostgreSQL 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,SQLite 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Oracle Database 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,MongoDB 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Microsoft SQL Server 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Microsoft Azure SQL Database 
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,MySQL 
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Oracle Database 
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,MongoDB 
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Microsoft Azure SQL Database 
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Microsoft Azure Cosmos DB 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,MySQL 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,PostgreSQL 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,SQLite 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,MongoDB 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Google Cloud BigQuery 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Google Cloud SQL 
2076,25-29,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,MySQL 
2076,25-29,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Oracle Database 
2076,25-29,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Microsoft Azure SQL Database 
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,MySQL 
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Microsoft Azure SQL Database 
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon RDS 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,MySQL 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Microsoft Azure SQL Database 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Microsoft Azure Cosmos DB 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Amazon RDS 
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MySQL 
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,SQLite 
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,PostgreSQL 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Oracle Database 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,MongoDB 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Amazon RDS 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Google Cloud SQL 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,MySQL 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,PostgreSQL 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,SQLite 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Oracle Database 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,MongoDB 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Microsoft SQL Server 
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,MongoDB 
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Microsoft SQL Server 
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Microsoft Azure SQL Database 
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Microsoft Azure Cosmos DB 
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Google Cloud Firestore 
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,Google Cloud BigTable 
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,MySQL 
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Microsoft SQL Server 
